"","measure","location","age_group","year","mean"
"3127","Unmet need for any contraceptive method","Costa Rica","15-49 years",1996,0.06137
"3128","Unmet need for any contraceptive method","Costa Rica","15-49 years",1997,0.06299
"3129","Unmet need for any contraceptive method","Costa Rica","15-49 years",1998,0.06465
"3130","Unmet need for any contraceptive method","Costa Rica","15-49 years",1999,0.06643
"3131","Unmet need for any contraceptive method","Costa Rica","15-49 years",2000,0.0683
"3132","Unmet need for any contraceptive method","Costa Rica","15-49 years",2001,0.07022
"3133","Unmet need for any contraceptive method","Costa Rica","15-49 years",2002,0.07229
"3134","Unmet need for any contraceptive method","Costa Rica","15-49 years",2003,0.07449
"3135","Unmet need for any contraceptive method","Costa Rica","15-49 years",2004,0.07678
"3136","Unmet need for any contraceptive method","Costa Rica","15-49 years",2005,0.07914
"3137","Unmet need for any contraceptive method","Costa Rica","15-49 years",2006,0.08148
"3138","Unmet need for any contraceptive method","Costa Rica","15-49 years",2007,0.0837
"3139","Unmet need for any contraceptive method","Costa Rica","15-49 years",2008,0.08579
"3140","Unmet need for any contraceptive method","Costa Rica","15-49 years",2009,0.08782
"3141","Unmet need for any contraceptive method","Costa Rica","15-49 years",2010,0.08978
"3142","Unmet need for any contraceptive method","Costa Rica","15-49 years",2011,0.09166
"3143","Unmet need for any contraceptive method","Costa Rica","15-49 years",2012,0.09229
"3144","Unmet need for any contraceptive method","Costa Rica","15-49 years",2013,0.09295
"3145","Unmet need for any contraceptive method","Costa Rica","15-49 years",2014,0.09362
"3146","Unmet need for any contraceptive method","Costa Rica","15-49 years",2015,0.09421
"3147","Unmet need for any contraceptive method","Costa Rica","15-49 years",2016,0.09468
"3148","Unmet need for any contraceptive method","Costa Rica","15-49 years",2017,0.095
"3149","Unmet need for any contraceptive method","Costa Rica","15-49 years",2018,0.09506
"3150","Unmet need for any contraceptive method","Costa Rica","15-49 years",2019,0.09332
"3151","Unmet need for any contraceptive method","El Salvador","15-49 years",1990,0.119
"3152","Unmet need for any contraceptive method","El Salvador","15-49 years",1991,0.1156
"3153","Unmet need for any contraceptive method","El Salvador","15-49 years",1992,0.1121
"3154","Unmet need for any contraceptive method","El Salvador","15-49 years",1993,0.1086
"3155","Unmet need for any contraceptive method","El Salvador","15-49 years",1994,0.1059
"3156","Unmet need for any contraceptive method","El Salvador","15-49 years",1995,0.103
"3157","Unmet need for any contraceptive method","El Salvador","15-49 years",1996,0.09994
"3158","Unmet need for any contraceptive method","El Salvador","15-49 years",1997,0.09678
"3159","Unmet need for any contraceptive method","El Salvador","15-49 years",1998,0.09358
"3160","Unmet need for any contraceptive method","El Salvador","15-49 years",1999,0.09151
"3161","Unmet need for any contraceptive method","El Salvador","15-49 years",2000,0.08939
"3162","Unmet need for any contraceptive method","El Salvador","15-49 years",2001,0.08742
"3163","Unmet need for any contraceptive method","El Salvador","15-49 years",2002,0.08564
"3164","Unmet need for any contraceptive method","El Salvador","15-49 years",2003,0.08347
"3165","Unmet need for any contraceptive method","El Salvador","15-49 years",2004,0.08152
"3166","Unmet need for any contraceptive method","El Salvador","15-49 years",2005,0.07968
"3167","Unmet need for any contraceptive method","El Salvador","15-49 years",2006,0.07798
"3168","Unmet need for any contraceptive method","El Salvador","15-49 years",2007,0.07654
"3169","Unmet need for any contraceptive method","El Salvador","15-49 years",2008,0.07535
"3170","Unmet need for any contraceptive method","El Salvador","15-49 years",2009,0.07495
"3171","Unmet need for any contraceptive method","El Salvador","15-49 years",2010,0.07481
"3172","Unmet need for any contraceptive method","El Salvador","15-49 years",2011,0.07476
"3173","Unmet need for any contraceptive method","El Salvador","15-49 years",2012,0.07482
"3174","Unmet need for any contraceptive method","El Salvador","15-49 years",2013,0.0749
"3175","Unmet need for any contraceptive method","El Salvador","15-49 years",2014,0.07489
"3176","Unmet need for any contraceptive method","El Salvador","15-49 years",2015,0.07412
"3177","Unmet need for any contraceptive method","El Salvador","15-49 years",2016,0.07319
"3178","Unmet need for any contraceptive method","El Salvador","15-49 years",2017,0.0721
"3179","Unmet need for any contraceptive method","El Salvador","15-49 years",2018,0.07086
"3180","Unmet need for any contraceptive method","El Salvador","15-49 years",2019,0.06951
"3181","Unmet need for any contraceptive method","Guatemala","15-49 years",1990,0.2047
"3182","Unmet need for any contraceptive method","Guatemala","15-49 years",1991,0.2028
"3183","Unmet need for any contraceptive method","Guatemala","15-49 years",1992,0.2
"3184","Unmet need for any contraceptive method","Guatemala","15-49 years",1993,0.1964
"3185","Unmet need for any contraceptive method","Guatemala","15-49 years",1994,0.1927
"3186","Unmet need for any contraceptive method","Guatemala","15-49 years",1995,0.189
"3187","Unmet need for any contraceptive method","Guatemala","15-49 years",1996,0.1843
"3188","Unmet need for any contraceptive method","Guatemala","15-49 years",1997,0.1794
"3189","Unmet need for any contraceptive method","Guatemala","15-49 years",1998,0.1744
"3190","Unmet need for any contraceptive method","Guatemala","15-49 years",1999,0.1701
"3191","Unmet need for any contraceptive method","Guatemala","15-49 years",2000,0.1664
"3192","Unmet need for any contraceptive method","Guatemala","15-49 years",2001,0.1625
"3193","Unmet need for any contraceptive method","Guatemala","15-49 years",2002,0.1576
"3194","Unmet need for any contraceptive method","Guatemala","15-49 years",2003,0.1522
"3195","Unmet need for any contraceptive method","Guatemala","15-49 years",2004,0.1464
"3196","Unmet need for any contraceptive method","Guatemala","15-49 years",2005,0.1406
"3197","Unmet need for any contraceptive method","Guatemala","15-49 years",2006,0.1348
"3198","Unmet need for any contraceptive method","Guatemala","15-49 years",2007,0.1291
"3199","Unmet need for any contraceptive method","Guatemala","15-49 years",2008,0.1234
"3200","Unmet need for any contraceptive method","Guatemala","15-49 years",2009,0.1185
"3201","Unmet need for any contraceptive method","Guatemala","15-49 years",2010,0.114
"3202","Unmet need for any contraceptive method","Guatemala","15-49 years",2011,0.1098
"3203","Unmet need for any contraceptive method","Guatemala","15-49 years",2012,0.1059
"3204","Unmet need for any contraceptive method","Guatemala","15-49 years",2013,0.1023
"3205","Unmet need for any contraceptive method","Guatemala","15-49 years",2014,0.09884
"3206","Unmet need for any contraceptive method","Guatemala","15-49 years",2015,0.09701
"3207","Unmet need for any contraceptive method","Guatemala","15-49 years",2016,0.09556
"3208","Unmet need for any contraceptive method","Guatemala","15-49 years",2017,0.09435
"3209","Unmet need for any contraceptive method","Guatemala","15-49 years",2018,0.09328
"3210","Unmet need for any contraceptive method","Guatemala","15-49 years",2019,0.09231
"3211","Unmet need for any contraceptive method","Honduras","15-49 years",1990,0.1778
"3212","Unmet need for any contraceptive method","Honduras","15-49 years",1991,0.1743
"3213","Unmet need for any contraceptive method","Honduras","15-49 years",1992,0.1692
"3214","Unmet need for any contraceptive method","Honduras","15-49 years",1993,0.164
"3215","Unmet need for any contraceptive method","Honduras","15-49 years",1994,0.1589
"3216","Unmet need for any contraceptive method","Honduras","15-49 years",1995,0.1539
"3217","Unmet need for any contraceptive method","Honduras","15-49 years",1996,0.1485
"3218","Unmet need for any contraceptive method","Honduras","15-49 years",1997,0.1426
"3219","Unmet need for any contraceptive method","Honduras","15-49 years",1998,0.1364
"3220","Unmet need for any contraceptive method","Honduras","15-49 years",1999,0.1304
"3221","Unmet need for any contraceptive method","Honduras","15-49 years",2000,0.1245
"3222","Unmet need for any contraceptive method","Honduras","15-49 years",2001,0.1191
"3223","Unmet need for any contraceptive method","Honduras","15-49 years",2002,0.115
"3224","Unmet need for any contraceptive method","Honduras","15-49 years",2003,0.1114
"3225","Unmet need for any contraceptive method","Honduras","15-49 years",2004,0.108
"3226","Unmet need for any contraceptive method","Honduras","15-49 years",2005,0.1046
"3227","Unmet need for any contraceptive method","Honduras","15-49 years",2006,0.1011
"3228","Unmet need for any contraceptive method","Honduras","15-49 years",2007,0.09764
"3229","Unmet need for any contraceptive method","Honduras","15-49 years",2008,0.09435
"3230","Unmet need for any contraceptive method","Honduras","15-49 years",2009,0.09153
"3231","Unmet need for any contraceptive method","Honduras","15-49 years",2010,0.08912
"3232","Unmet need for any contraceptive method","Honduras","15-49 years",2011,0.08719
"3233","Unmet need for any contraceptive method","Honduras","15-49 years",2012,0.08684
"3234","Unmet need for any contraceptive method","Honduras","15-49 years",2013,0.08714
"3235","Unmet need for any contraceptive method","Honduras","15-49 years",2014,0.08778
"3236","Unmet need for any contraceptive method","Honduras","15-49 years",2015,0.08856
"3237","Unmet need for any contraceptive method","Honduras","15-49 years",2016,0.08938
"3238","Unmet need for any contraceptive method","Honduras","15-49 years",2017,0.09006
"3239","Unmet need for any contraceptive method","Honduras","15-49 years",2018,0.09054
"3240","Unmet need for any contraceptive method","Honduras","15-49 years",2019,0.09076
"3241","Unmet need for any contraceptive method","Mexico","15-49 years",1990,0.153
"3242","Unmet need for any contraceptive method","Mexico","15-49 years",1991,0.1496
"3243","Unmet need for any contraceptive method","Mexico","15-49 years",1992,0.1464
"3244","Unmet need for any contraceptive method","Mexico","15-49 years",1993,0.1438
"3245","Unmet need for any contraceptive method","Mexico","15-49 years",1994,0.1413
"3246","Unmet need for any contraceptive method","Mexico","15-49 years",1995,0.1396
"3247","Unmet need for any contraceptive method","Mexico","15-49 years",1996,0.1381
"3248","Unmet need for any contraceptive method","Mexico","15-49 years",1997,0.1364
"3249","Unmet need for any contraceptive method","Mexico","15-49 years",1998,0.1344
"3250","Unmet need for any contraceptive method","Mexico","15-49 years",1999,0.1323
"3251","Unmet need for any contraceptive method","Mexico","15-49 years",2000,0.1302
"3252","Unmet need for any contraceptive method","Mexico","15-49 years",2001,0.1282
"3253","Unmet need for any contraceptive method","Mexico","15-49 years",2002,0.126
"3254","Unmet need for any contraceptive method","Mexico","15-49 years",2003,0.1236
"3255","Unmet need for any contraceptive method","Mexico","15-49 years",2004,0.1208
"3256","Unmet need for any contraceptive method","Mexico","15-49 years",2005,0.1177
"3257","Unmet need for any contraceptive method","Mexico","15-49 years",2006,0.1137
"3258","Unmet need for any contraceptive method","Mexico","15-49 years",2007,0.1114
"3259","Unmet need for any contraceptive method","Mexico","15-49 years",2008,0.1098
"3260","Unmet need for any contraceptive method","Mexico","15-49 years",2009,0.109
"3261","Unmet need for any contraceptive method","Mexico","15-49 years",2010,0.1088
"3262","Unmet need for any contraceptive method","Mexico","15-49 years",2011,0.1076
"3263","Unmet need for any contraceptive method","Mexico","15-49 years",2012,0.1056
"3264","Unmet need for any contraceptive method","Mexico","15-49 years",2013,0.1034
"3265","Unmet need for any contraceptive method","Mexico","15-49 years",2014,0.101
"3266","Unmet need for any contraceptive method","Mexico","15-49 years",2015,0.0992
"3267","Unmet need for any contraceptive method","Mexico","15-49 years",2016,0.09684
"3268","Unmet need for any contraceptive method","Mexico","15-49 years",2017,0.09463
"3269","Unmet need for any contraceptive method","Mexico","15-49 years",2018,0.0926
"3270","Unmet need for any contraceptive method","Mexico","15-49 years",2019,0.09086
